client_id;sexe;type_conduite;formule;type_vehicule;usage_vehicule;Tranche d'age;Revenus_tranche;Enfants;Enfants accompagne;Tarif devis;Tranche d'age vehicule
456;F;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[25_40];[60k et +];Non;Non;[0_300];Non renseigné
457;F;Highly Urban/ Urban;dev_integral;Van;Commercial;[40_60];[60k et +];Non;Non;[300_600];[0_5]
458;F;Highly Urban/ Urban;dev_premium;Sports Car;Private;[25_40];[0_20k];Oui;Non;[300_600];[5_10]
459;M;Highly Urban/ Urban;dev_integral;Pickup;Private;[25_40];[60k et +];Non;Non;[0_300];[0_5]
460;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[25_40];[60k et +];Oui;Oui;[0_300];[0_5]
461;M;z_Highly Rural/ Rural;dev_premium;z_SUV;Private;[60 et +];[0_20k];Non;Non;[300_600];[5_10]
462;M;Highly Urban/ Urban;dev_express;Sports Car;Private;[40_60];[60k et +];Non;Non;[0_300];[5_10]
463;M;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[25_40];[60k et +];Non;Non;[0_300];[10 et +]
464;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[40k_60k];Non;Non;[0_300];[10 et +]
465;M;z_Highly Rural/ Rural;dev_integral;Pickup;Commercial;[60 et +];[0_20k];Oui;Oui;[0_300];[5_10]
466;M;z_Highly Rural/ Rural;dev_express;Pickup;Commercial;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
467;F;Highly Urban/ Urban;dev_express;Van;Commercial;[0_25];[60k et +];Oui;Oui;[0_300];Non renseigné
468;F;Highly Urban/ Urban;dev_premium;Panel Truck;Commercial;[0_25];[60k et +];Non;Non;[300_600];Non renseigné
469;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[0_25];[20k_40k];Non;Non;[300_600];[5_10]
470;F;Highly Urban/ Urban;dev_integral;Minivan;Commercial;[60 et +];[0_20k];Oui;Oui;[300_600];[0_5]
471;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[40_60];[0_20k];Oui;Non;[0_300];[5_10]
472;M;Highly Urban/ Urban;dev_express;Minivan;Private;[25_40];[60k et +];Non;Non;[0_300];[5_10]
473;M;Highly Urban/ Urban;dev_premium;z_SUV;Private;[25_40];[20k_40k];Oui;Non;[300_600];[0_5]
474;F;Highly Urban/ Urban;dev_integral;Pickup;Private;[0_25];[40k_60k];Oui;Non;[300_600];[5_10]
475;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[60 et +];[0_20k];Non;Non;[0_300];[0_5]
476;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[0_25];[0_20k];Oui;Non;[0_300];[0_5]
477;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[0_20k];Non;Non;[300_600];[5_10]
478;M;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[25_40];[60k et +];Non;Non;[0_300];[10 et +]
479;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[25_40];[60k et +];Non;Non;[300_600];[10 et +]
480;F;Highly Urban/ Urban;dev_express;Pickup;Commercial;[60 et +];[40k_60k];Non;Non;[0_300];[5_10]
481;F;z_Highly Rural/ Rural;dev_integral;z_SUV;Private;[60 et +];[20k_40k];Non;Non;[300_600];[0_5]
482;F;Highly Urban/ Urban;dev_express;Van;Private;[60 et +];[0_20k];Oui;Non;[0_300];[0_5]
483;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[25_40];[60k et +];Oui;Non;[0_300];Non renseigné
484;F;Highly Urban/ Urban;dev_premium;Minivan;Private;[40_60];[60k et +];Oui;Oui;[300_600];[5_10]
485;F;Highly Urban/ Urban;dev_integral;Sports Car;Private;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
486;F;z_Highly Rural/ Rural;dev_integral;Minivan;Private;[0_25];[0_20k];Non;Non;[0_300];[0_5]
487;F;Highly Urban/ Urban;dev_integral;Sports Car;Private;[25_40];[20k_40k];Oui;Oui;[0_300];[0_5]
488;M;z_Highly Rural/ Rural;dev_premium;z_SUV;Commercial;[60 et +];[20k_40k];Non;Non;[300_600];[0_5]
489;M;Highly Urban/ Urban;dev_express;Sports Car;Private;[0_25];[20k_40k];Oui;Non;[0_300];[10 et +]
490;M;Highly Urban/ Urban;dev_express;Minivan;Commercial;[25_40];[20k_40k];Oui;Non;[0_300];[5_10]
491;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[60 et +];[60k et +];Oui;Oui;[0_300];[10 et +]
492;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[60 et +];[60k et +];Oui;Non;[0_300];[5_10]
493;F;z_Highly Rural/ Rural;dev_integral;Pickup;Commercial;[60 et +];[0_20k];Non;Non;[0_300];[10 et +]
494;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[40_60];[20k_40k];Non;Non;[300_600];[0_5]
495;F;Highly Urban/ Urban;dev_premium;Panel Truck;Commercial;[0_25];[60k et +];Non;Non;[300_600];[5_10]
496;F;z_Highly Rural/ Rural;dev_premium;Minivan;Private;[0_25];[20k_40k];Non;Non;[300_600];Non renseigné
497;F;Highly Urban/ Urban;dev_integral;Van;Commercial;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
498;M;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[0_25];[0_20k];Oui;Oui;[300_600];[0_5]
499;M;Highly Urban/ Urban;dev_integral;Pickup;Private;[40_60];[60k et +];Non;Non;[300_600];[10 et +]
500;M;z_Highly Rural/ Rural;dev_integral;z_SUV;Private;[60 et +];[0_20k];Non;Non;[300_600];[5_10]
501;M;Highly Urban/ Urban;dev_express;Pickup;Private;[0_25];[60k et +];Non;Non;[0_300];Non renseigné
502;F;Highly Urban/ Urban;dev_express;Minivan;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
503;F;z_Highly Rural/ Rural;dev_premium;Pickup;Private;[60 et +];[20k_40k];Non;Non;[300_600];[10 et +]
504;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[0_25];[60k et +];Non;Non;[300_600];[5_10]
505;F;Highly Urban/ Urban;dev_express;Pickup;Commercial;[60 et +];[20k_40k];Oui;Non;[0_300];[0_5]
506;F;Highly Urban/ Urban;dev_express;Van;Commercial;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
507;F;z_Highly Rural/ Rural;dev_integral;Pickup;Private;[40_60];[40k_60k];Non;Non;[300_600];[0_5]
508;M;Highly Urban/ Urban;dev_integral;Minivan;Commercial;[40_60];[0_20k];Non;Non;[0_300];[5_10]
509;F;Highly Urban/ Urban;dev_premium;Van;Commercial;[40_60];[60k et +];Non;Non;[300_600];[10 et +]
510;F;Highly Urban/ Urban;dev_express;Minivan;Private;[40_60];[60k et +];Non;Non;[0_300];[10 et +]
511;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[60 et +];[60k et +];Non;Non;[0_300];[0_5]
512;M;Highly Urban/ Urban;dev_express;z_SUV;Commercial;[60 et +];[0_20k];Oui;Non;[0_300];[0_5]
513;F;Highly Urban/ Urban;dev_integral;Minivan;Commercial;[0_25];[0_20k];Non;Non;[0_300];[10 et +]
514;M;z_Highly Rural/ Rural;dev_premium;Pickup;Commercial;[60 et +];[20k_40k];Non;Non;[300_600];[5_10]
515;M;Highly Urban/ Urban;dev_express;Minivan;Private;[40_60];[60k et +];Non;Non;[0_300];[10 et +]
516;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[40_60];[60k et +];Oui;Non;[300_600];[5_10]
517;F;Highly Urban/ Urban;dev_integral;Minivan;Commercial;[60 et +];[60k et +];Oui;Non;[0_300];[0_5]
518;F;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[25_40];[60k et +];Non;Non;[0_300];[10 et +]
519;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[25_40];Non renseigné;Non;Non;[300_600];[10 et +]
520;F;Highly Urban/ Urban;dev_premium;z_SUV;Commercial;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
521;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[40k_60k];Non;Non;[300_600];Non renseigné
522;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[20k_40k];Non;Non;[0_300];[5_10]
523;M;z_Highly Rural/ Rural;dev_integral;Minivan;Commercial;[0_25];[0_20k];Oui;Oui;[300_600];[0_5]
524;M;Highly Urban/ Urban;dev_express;Minivan;Private;[0_25];[60k et +];Non;Non;[0_300];Non renseigné
525;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[60 et +];[20k_40k];Non;Non;[0_300];[5_10]
526;F;Highly Urban/ Urban;dev_premium;Minivan;Private;[60 et +];[20k_40k];Non;Non;[300_600];[0_5]
527;M;Highly Urban/ Urban;dev_express;Pickup;Commercial;[25_40];Non renseigné;Non;Non;[0_300];[0_5]
528;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[40k_60k];Oui;Oui;[300_600];[5_10]
529;M;z_Highly Rural/ Rural;dev_integral;Pickup;Commercial;[60 et +];[60k et +];Oui;Non;[300_600];[0_5]
530;M;Highly Urban/ Urban;dev_express;Sports Car;Private;[60 et +];[40k_60k];Oui;Non;[0_300];Non renseigné
531;F;Highly Urban/ Urban;dev_express;Minivan;Private;[60 et +];[20k_40k];Non;Non;[0_300];[5_10]
532;M;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[40_60];[20k_40k];Oui;Non;[0_300];[0_5]
533;M;z_Highly Rural/ Rural;dev_express;Pickup;Commercial;[40_60];[40k_60k];Oui;Oui;[0_300];[5_10]
534;M;Highly Urban/ Urban;dev_express;Pickup;Commercial;[60 et +];Non renseigné;Non;Non;[0_300];[0_5]
535;M;z_Highly Rural/ Rural;dev_premium;Pickup;Commercial;[60 et +];[40k_60k];Oui;Non;[300_600];[10 et +]
536;M;Highly Urban/ Urban;dev_express;Pickup;Private;[40_60];Non renseigné;Oui;Non;[0_300];[5_10]
537;F;Highly Urban/ Urban;dev_express;z_SUV;Commercial;[60 et +];[40k_60k];Non;Non;[0_300];[0_5]
538;F;z_Highly Rural/ Rural;dev_express;Minivan;Private;[60 et +];Non renseigné;Oui;Non;[0_300];Non renseigné
539;F;z_Highly Rural/ Rural;dev_integral;Sports Car;Private;[25_40];[0_20k];Oui;Non;[0_300];[5_10]
540;F;Highly Urban/ Urban;dev_express;Pickup;Private;[40_60];[20k_40k];Non;Non;[0_300];[0_5]
541;M;Highly Urban/ Urban;dev_integral;Pickup;Private;[0_25];[60k et +];Non;Non;[300_600];[10 et +]
542;F;Highly Urban/ Urban;dev_express;Sports Car;Private;[0_25];[60k et +];Oui;Oui;[0_300];[10 et +]
543;M;Highly Urban/ Urban;dev_express;Minivan;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
544;M;z_Highly Rural/ Rural;dev_integral;Minivan;Private;[60 et +];[20k_40k];Non;Non;[300_600];[10 et +]
545;F;Highly Urban/ Urban;dev_integral;Sports Car;Private;[40_60];[60k et +];Non;Non;[300_600];[0_5]
546;F;z_Highly Rural/ Rural;dev_integral;Panel Truck;Commercial;[60 et +];[60k et +];Oui;Oui;[300_600];[10 et +]
547;M;Highly Urban/ Urban;dev_integral;Sports Car;Private;[60 et +];[20k_40k];Non;Non;[0_300];[5_10]
548;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[25_40];[20k_40k];Non;Non;[0_300];[5_10]
549;F;Highly Urban/ Urban;dev_integral;Sports Car;Private;[60 et +];[60k et +];Non;Non;[0_300];[5_10]
550;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
551;F;z_Highly Rural/ Rural;dev_premium;Pickup;Private;[25_40];[40k_60k];Oui;Non;[300_600];[10 et +]
552;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[40_60];[60k et +];Non;Non;[300_600];[10 et +]
553;M;Highly Urban/ Urban;dev_integral;Sports Car;Private;[60 et +];Non renseigné;Non;Non;[300_600];[10 et +]
554;M;Highly Urban/ Urban;dev_integral;z_SUV;Commercial;[60 et +];[20k_40k];Non;Non;[300_600];[5_10]
555;M;Highly Urban/ Urban;dev_integral;z_SUV;Commercial;[40_60];[40k_60k];Non;Non;[300_600];[5_10]
556;M;Highly Urban/ Urban;dev_express;Pickup;Commercial;[60 et +];[40k_60k];Oui;Oui;[0_300];[5_10]
557;M;z_Highly Rural/ Rural;dev_express;Minivan;Private;[0_25];Non renseigné;Non;Non;[0_300];[0_5]
558;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[0_25];[60k et +];Oui;Non;[300_600];Non renseigné
559;F;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[60 et +];[0_20k];Non;Non;[300_600];Non renseigné
560;M;Highly Urban/ Urban;dev_integral;Pickup;Private;[60 et +];[0_20k];Non;Non;[300_600];[0_5]
561;M;Highly Urban/ Urban;dev_express;Minivan;Private;[0_25];[40k_60k];Non;Non;[0_300];[10 et +]
562;M;Highly Urban/ Urban;dev_integral;Sports Car;Private;[0_25];[0_20k];Non;Non;[300_600];[10 et +]
563;M;Highly Urban/ Urban;dev_integral;Van;Commercial;[25_40];[40k_60k];Non;Non;[300_600];[10 et +]
564;M;Highly Urban/ Urban;dev_express;Minivan;Private;[40_60];[20k_40k];Oui;Non;[0_300];[10 et +]
565;F;Highly Urban/ Urban;dev_integral;Van;Private;[25_40];[0_20k];Oui;Non;[0_300];[0_5]
566;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[25_40];[60k et +];Oui;Oui;[0_300];[10 et +]
567;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[40_60];[0_20k];Non;Non;[0_300];[5_10]
568;M;Highly Urban/ Urban;dev_integral;Pickup;Private;[0_25];[0_20k];Oui;Oui;[300_600];[5_10]
569;F;Highly Urban/ Urban;dev_integral;Pickup;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
570;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[25_40];[60k et +];Non;Non;[0_300];[10 et +]
571;F;Highly Urban/ Urban;dev_premium;Minivan;Private;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
572;F;Highly Urban/ Urban;dev_premium;Panel Truck;Commercial;[0_25];[60k et +];Oui;Non;[300_600];[10 et +]
573;F;Highly Urban/ Urban;dev_express;Pickup;Commercial;[60 et +];[0_20k];Non;Non;[0_300];[10 et +]
574;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
575;F;z_Highly Rural/ Rural;dev_express;Pickup;Private;[0_25];[0_20k];Non;Non;[0_300];[10 et +]
576;M;Highly Urban/ Urban;dev_integral;Van;Commercial;[60 et +];[60k et +];Oui;Non;[0_300];[5_10]
577;F;Highly Urban/ Urban;dev_integral;Pickup;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
578;M;Highly Urban/ Urban;dev_express;Minivan;Commercial;[0_25];[0_20k];Non;Non;[0_300];[10 et +]
579;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[40_60];[0_20k];Non;Non;[300_600];[0_5]
580;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[40_60];[60k et +];Non;Non;[300_600];[0_5]
581;M;Highly Urban/ Urban;dev_premium;Minivan;Private;[40_60];[20k_40k];Oui;Non;[300_600];[0_5]
582;M;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[40_60];[0_20k];Oui;Non;[0_300];[10 et +]
583;M;Highly Urban/ Urban;dev_express;Minivan;Private;[40_60];[60k et +];Oui;Non;[0_300];[10 et +]
584;M;z_Highly Rural/ Rural;dev_integral;Minivan;Private;[60 et +];[0_20k];Non;Non;[300_600];[5_10]
585;F;Highly Urban/ Urban;dev_integral;Minivan;Commercial;[40_60];[60k et +];Non;Non;[300_600];Non renseigné
586;M;Highly Urban/ Urban;dev_integral;Sports Car;Private;[60 et +];[0_20k];Non;Non;[300_600];[0_5]
587;M;Highly Urban/ Urban;dev_premium;z_SUV;Private;[60 et +];[60k et +];Oui;Oui;[300_600];[5_10]
588;M;z_Highly Rural/ Rural;dev_premium;z_SUV;Private;[60 et +];Non renseigné;Oui;Non;[300_600];[10 et +]
589;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[0_20k];Non;Non;[0_300];[0_5]
590;M;z_Highly Rural/ Rural;dev_express;z_SUV;Private;[25_40];Non renseigné;Oui;Oui;[0_300];[0_5]
591;F;Highly Urban/ Urban;dev_express;Pickup;Private;[60 et +];[20k_40k];Non;Non;[0_300];[0_5]
592;F;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[40_60];[60k et +];Non;Non;[300_600];[10 et +]
593;M;Highly Urban/ Urban;dev_express;Van;Private;[0_25];[60k et +];Non;Non;[0_300];Non renseigné
594;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[0_25];[60k et +];Oui;Non;[300_600];[10 et +]
595;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[40k_60k];Non;Non;[300_600];[5_10]
596;M;Highly Urban/ Urban;dev_express;Sports Car;Private;[60 et +];[40k_60k];Non;Non;[0_300];[10 et +]
597;M;z_Highly Rural/ Rural;dev_integral;Minivan;Private;[40_60];[0_20k];Non;Non;[300_600];[5_10]
598;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
599;M;z_Highly Rural/ Rural;dev_premium;Sports Car;Private;[60 et +];[0_20k];Non;Non;[300_600];[10 et +]
600;F;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[25_40];[60k et +];Oui;Non;[0_300];[5_10]
601;M;z_Highly Rural/ Rural;dev_premium;Pickup;Commercial;[60 et +];Non renseigné;Oui;Oui;[300_600];[0_5]
602;M;Highly Urban/ Urban;dev_express;z_SUV;Commercial;[60 et +];[60k et +];Oui;Oui;[0_300];[10 et +]
603;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[0_20k];Oui;Oui;[300_600];[10 et +]
604;M;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[60 et +];[60k et +];Non;Non;[0_300];[5_10]
605;F;Highly Urban/ Urban;dev_premium;z_SUV;Commercial;[0_25];[60k et +];Non;Non;[300_600];[0_5]
606;M;z_Highly Rural/ Rural;dev_premium;Sports Car;Private;[25_40];Non renseigné;Non;Non;[300_600];[5_10]
607;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[60k et +];Oui;Non;[300_600];[10 et +]
608;M;Highly Urban/ Urban;dev_premium;Van;Commercial;[40_60];[60k et +];Non;Non;[300_600];[10 et +]
609;M;Highly Urban/ Urban;dev_integral;Minivan;Commercial;[60 et +];[60k et +];Non;Non;[0_300];[5_10]
610;F;z_Highly Rural/ Rural;dev_express;z_SUV;Commercial;[0_25];[20k_40k];Oui;Non;[0_300];[5_10]
611;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[60k et +];Non;Non;[300_600];[5_10]
612;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[25_40];[60k et +];Oui;Non;[300_600];[10 et +]
613;F;z_Highly Rural/ Rural;dev_premium;z_SUV;Private;[25_40];[60k et +];Non;Non;[300_600];[10 et +]
614;M;Highly Urban/ Urban;dev_premium;Minivan;Commercial;[0_25];[20k_40k];Non;Non;[300_600];[5_10]
615;M;Highly Urban/ Urban;dev_integral;Van;Private;[0_25];[60k et +];Non;Non;[300_600];[10 et +]
616;F;Highly Urban/ Urban;dev_express;Sports Car;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
617;F;z_Highly Rural/ Rural;dev_integral;z_SUV;Private;[0_25];[60k et +];Non;Non;[300_600];[10 et +]
618;M;Highly Urban/ Urban;dev_integral;Sports Car;Private;[40_60];[20k_40k];Oui;Oui;[300_600];[10 et +]
619;F;Highly Urban/ Urban;dev_integral;Sports Car;Commercial;[0_25];[40k_60k];Non;Non;[0_300];Non renseigné
620;F;z_Highly Rural/ Rural;dev_express;Minivan;Private;[25_40];[60k et +];Non;Non;[0_300];Non renseigné
621;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];Non renseigné;Oui;Non;[300_600];[5_10]
622;F;z_Highly Rural/ Rural;dev_express;Panel Truck;Commercial;[0_25];[60k et +];Non;Non;[0_300];[10 et +]
623;M;Highly Urban/ Urban;dev_express;Sports Car;Private;[0_25];[60k et +];Non;Non;[0_300];[10 et +]
624;M;Highly Urban/ Urban;dev_integral;Pickup;Private;[0_25];[60k et +];Non;Non;[0_300];[10 et +]
625;M;Highly Urban/ Urban;dev_integral;Sports Car;Commercial;[0_25];[40k_60k];Non;Non;[300_600];[10 et +]
626;M;Highly Urban/ Urban;dev_integral;Van;Private;[0_25];[40k_60k];Non;Non;[300_600];[10 et +]
627;M;z_Highly Rural/ Rural;dev_premium;Pickup;Private;[0_25];[20k_40k];Non;Non;[300_600];[0_5]
628;F;Highly Urban/ Urban;dev_express;Minivan;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
629;M;Highly Urban/ Urban;dev_express;Minivan;Private;[0_25];[60k et +];Non;Non;[0_300];[10 et +]
630;M;Highly Urban/ Urban;dev_premium;Minivan;Commercial;[40_60];[60k et +];Non;Non;[300_600];[5_10]
631;M;Highly Urban/ Urban;dev_integral;Sports Car;Private;[40_60];[40k_60k];Non;Non;[0_300];[0_5]
632;M;Highly Urban/ Urban;dev_integral;Pickup;Private;[0_25];[40k_60k];Non;Non;[300_600];[5_10]
633;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[0_25];[60k et +];Non;Non;[300_600];[10 et +]
634;F;Highly Urban/ Urban;dev_integral;Sports Car;Private;[60 et +];[40k_60k];Non;Non;[0_300];[5_10]
635;F;Highly Urban/ Urban;dev_express;Van;Commercial;[0_25];[60k et +];Oui;Non;[0_300];[5_10]
636;F;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[0_25];[60k et +];Oui;Oui;[300_600];[10 et +]
637;F;z_Highly Rural/ Rural;dev_integral;Panel Truck;Commercial;[25_40];[60k et +];Non;Non;[300_600];Non renseigné
638;F;z_Highly Rural/ Rural;dev_integral;z_SUV;Private;[60 et +];[20k_40k];Non;Non;[0_300];[0_5]
639;F;Highly Urban/ Urban;dev_express;Pickup;Commercial;[60 et +];[60k et +];Oui;Non;[0_300];[0_5]
640;F;Highly Urban/ Urban;dev_premium;Pickup;Commercial;[60 et +];[20k_40k];Non;Non;[300_600];[0_5]
641;M;Highly Urban/ Urban;dev_premium;Sports Car;Private;[60 et +];[0_20k];Oui;Oui;[300_600];[0_5]
642;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[0_25];[0_20k];Non;Non;[300_600];[5_10]
643;F;z_Highly Rural/ Rural;dev_integral;z_SUV;Private;[25_40];[20k_40k];Non;Non;[0_300];[0_5]
644;M;z_Highly Rural/ Rural;dev_integral;Minivan;Private;[40_60];[0_20k];Oui;Oui;[300_600];[5_10]
645;F;Highly Urban/ Urban;dev_premium;Minivan;Private;[40_60];[60k et +];Non;Non;[300_600];[10 et +]
646;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[0_25];[60k et +];Non;Non;[300_600];[0_5]
647;M;Highly Urban/ Urban;dev_express;Minivan;Private;[60 et +];[60k et +];Oui;Non;[0_300];[10 et +]
648;M;z_Highly Rural/ Rural;dev_integral;Minivan;Commercial;[60 et +];[60k et +];Non;Non;[300_600];[5_10]
649;M;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[25_40];[60k et +];Non;Non;[300_600];[10 et +]
650;F;Highly Urban/ Urban;dev_integral;Sports Car;Private;[25_40];[60k et +];Oui;Non;[300_600];Non renseigné
651;M;z_Highly Rural/ Rural;dev_premium;z_SUV;Commercial;[60 et +];[20k_40k];Non;Non;[300_600];[5_10]
652;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[40k_60k];Non;Non;[300_600];[0_5]
653;M;Highly Urban/ Urban;dev_integral;Minivan;Commercial;[60 et +];[40k_60k];Oui;Non;[0_300];[0_5]
654;F;Highly Urban/ Urban;dev_vip;Panel Truck;Commercial;[40_60];[60k et +];Oui;Oui;[600 et +];[10 et +]
655;M;Highly Urban/ Urban;dev_integral;z_SUV;Commercial;[40_60];[40k_60k];Oui;Non;[300_600];[0_5]
656;F;z_Highly Rural/ Rural;dev_integral;z_SUV;Private;[60 et +];[20k_40k];Non;Non;[300_600];[0_5]
657;M;Highly Urban/ Urban;dev_integral;Van;Commercial;[40_60];[20k_40k];Oui;Oui;[0_300];[0_5]
658;F;z_Highly Rural/ Rural;dev_integral;z_SUV;Private;[60 et +];Non renseigné;Oui;Oui;[300_600];[5_10]
659;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
660;F;Highly Urban/ Urban;dev_premium;Pickup;Commercial;[60 et +];[20k_40k];Non;Non;[300_600];[0_5]
661;F;z_Highly Rural/ Rural;dev_integral;Pickup;Commercial;[25_40];[20k_40k];Non;Non;[300_600];[10 et +]
662;M;z_Highly Rural/ Rural;dev_vip;Van;Private;[60 et +];[0_20k];Non;Non;[600 et +];[10 et +]
663;M;Highly Urban/ Urban;dev_premium;Minivan;Private;[40_60];[60k et +];Oui;Non;[300_600];[10 et +]
664;M;Highly Urban/ Urban;dev_integral;Sports Car;Private;[40_60];[20k_40k];Non;Non;[300_600];[5_10]
665;M;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[40_60];[60k et +];Oui;Oui;[300_600];[10 et +]
666;M;Highly Urban/ Urban;dev_premium;z_SUV;Private;[60 et +];[0_20k];Oui;Oui;[300_600];[0_5]
667;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[0_25];[60k et +];Non;Non;[300_600];[10 et +]
668;F;Highly Urban/ Urban;dev_integral;Minivan;Commercial;[40_60];[40k_60k];Non;Non;[300_600];[10 et +]
669;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[0_25];[20k_40k];Non;Non;[300_600];[0_5]
670;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[25_40];[60k et +];Oui;Oui;[300_600];[10 et +]
671;F;z_Highly Rural/ Rural;dev_express;z_SUV;Commercial;[0_25];[0_20k];Oui;Non;[0_300];[5_10]
672;M;z_Highly Rural/ Rural;dev_integral;z_SUV;Private;[40_60];[0_20k];Oui;Non;[0_300];[0_5]
673;M;z_Highly Rural/ Rural;dev_express;Pickup;Private;[60 et +];[60k et +];Oui;Non;[0_300];[0_5]
674;F;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[40_60];[40k_60k];Non;Non;[0_300];[5_10]
675;M;z_Highly Rural/ Rural;dev_express;Minivan;Commercial;[60 et +];[20k_40k];Non;Non;[0_300];[0_5]
676;M;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[60 et +];[60k et +];Oui;Non;[300_600];[10 et +]
677;F;Highly Urban/ Urban;dev_integral;z_SUV;Commercial;[60 et +];[60k et +];Oui;Non;[0_300];[10 et +]
678;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[25_40];[40k_60k];Non;Non;[0_300];[10 et +]
679;M;Highly Urban/ Urban;dev_integral;z_SUV;Commercial;[60 et +];[60k et +];Oui;Oui;[0_300];[0_5]
680;M;z_Highly Rural/ Rural;dev_integral;Minivan;Private;[25_40];[40k_60k];Non;Non;[300_600];[0_5]
681;F;Highly Urban/ Urban;dev_express;Van;Commercial;[0_25];[20k_40k];Oui;Oui;[0_300];[5_10]
682;M;Highly Urban/ Urban;dev_premium;Van;Commercial;[0_25];[60k et +];Non;Non;[300_600];[5_10]
683;M;z_Highly Rural/ Rural;dev_express;z_SUV;Private;[60 et +];[20k_40k];Non;Non;[0_300];[5_10]
